2011-04-29\2011-04-30|64369891096010752|20884910|flouca|francisco louçã
2011-04-29\2011-04-30|64369132694552578|11862072|flouca|francisco louçã
2011-04-29\2011-04-30|64249510175584256|17601785|flouca|louçã
2011-04-29\2011-04-30|64126449518514176|23011527|flouca|louçã
2011-04-29\2011-04-30|64126350679752705|2509551|flouca|louçã
2011-04-29\2011-04-30|64125699501457409|23011527|flouca|louçã
2011-04-29\2011-04-30|64125625098715138|2509551|flouca|louçã
2011-04-29\2011-04-30|64064551108362241|19924704|flouca|louçã
2011-04-29\2011-04-30|64064296912551936|16490124|flouca|louçã
2011-04-29\2011-04-30|64063070917492736|17610324|flouca|louçã
2011-04-29\2011-04-30|64062048438460416|92843870|flouca|louçã
2011-04-29\2011-04-30|64061709295427584|31459028|flouca|francisco louçã
2011-04-29\2011-04-30|64061089117241344|232855418|flouca|louçã
2011-04-29\2011-04-30|64402987359019008|50892716|jsocrates|sócrates
2011-04-29\2011-04-30|64401349818843136|19083439|jsocrates|sócrates
2011-04-29\2011-04-30|64399930520911872|19896045|jsocrates|socras
2011-04-29\2011-04-30|64399610931707904|19290986|jsocrates|josé sócrates
2011-04-29\2011-04-30|64398750809980929|19896045|jsocrates|socras
2011-04-29\2011-04-30|64398259707322368|20856213|jsocrates|socrates
2011-04-29\2011-04-30|64398198260772864|21560458|jsocrates|josé sócrates
2011-04-29\2011-04-30|64398179302518784|19896045|jsocrates|socrates
2011-04-29\2011-04-30|64398110486564864|20428049|jsocrates|socretino
2011-04-29\2011-04-30|64397959160279040|67843736|jsocrates|sócrates
2011-04-29\2011-04-30|64397959642628096|121176422|jsocrates|josé sócrates
2011-04-29\2011-04-30|64397716536573952|19896045|jsocrates|socrates
2011-04-29\2011-04-30|64397603755921408|99302979|jsocrates|sócrates
2011-04-29\2011-04-30|64397113500499968|19896045|jsocrates|sócrates
2011-04-29\2011-04-30|64396559248392192|19896045|jsocrates|sócrates
2011-04-29\2011-04-30|64396280004222976|19896045|jsocrates|sócrates
2011-04-29\2011-04-30|64396220029861889|19290986|jsocrates|josé sócrates
2011-04-29\2011-04-30|64395607644717056|19896045|jsocrates|lider do ps
2011-04-29\2011-04-30|64394953920495617|42011097|jsocrates|sócrates
2011-04-29\2011-04-30|64394767232016385|20781852|jsocrates|sócrates
2011-04-29\2011-04-30|64394423546556416|94081671|jsocrates|sócrates
2011-04-29\2011-04-30|64394067844415488|52053647|jsocrates|josé sócrates
2011-04-29\2011-04-30|64391953273470976|48969211|jsocrates|sócrates
2011-04-29\2011-04-30|64389436800118784|22176845|jsocrates|sócrates
2011-04-29\2011-04-30|64384220570718208|14284888|jsocrates|sócrates
2011-04-29\2011-04-30|64383779267026944|17624959|jsocrates|sócrates
2011-04-29\2011-04-30|64372734318219264|162089811|jsocrates|sócrates
2011-04-29\2011-04-30|64371939594076160|162089811|jsocrates|sócrates
2011-04-29\2011-04-30|64371508864221184|12026062|jsocrates|sócrates
2011-04-29\2011-04-30|64371300587671552|17610324|jsocrates|sócrates
2011-04-29\2011-04-30|64370358534406144|3373791|jsocrates|sócrates
2011-04-29\2011-04-30|64370146822729728|12497362|jsocrates|sócrates
2011-04-29\2011-04-30|64364921617522689|22321740|jsocrates|sócrates
2011-04-29\2011-04-30|64364427822116864|14284888|jsocrates|sócrates
2011-04-29\2011-04-30|64363060046999552|19674338|jsocrates|jose socrates
2011-04-29\2011-04-30|64362918455681024|77826352|jsocrates|socrates
2011-04-29\2011-04-30|64361920924364801|19612753|jsocrates|socrates
2011-04-29\2011-04-30|64360983946207232|77826352|jsocrates|sócras
2011-04-29\2011-04-30|64360880334315521|19094859|jsocrates|sócrates
2011-04-29\2011-04-30|64360636024492032|77826352|jsocrates|sócrates
2011-04-29\2011-04-30|64360333728419840|18975726|jsocrates|sócrates
2011-04-29\2011-04-30|64360080329551872|117449223|jsocrates|sócrates
2011-04-29\2011-04-30|64358220856172544|14284888|jsocrates|sócrates
2011-04-29\2011-04-30|64357557963206658|6278992|jsocrates|sócrates
2011-04-29\2011-04-30|64357218472042496|277216534|jsocrates|sócrates
2011-04-29\2011-04-30|64356396984053760|22176845|jsocrates|sócrates
2011-04-29\2011-04-30|64356086500691968|277216534|jsocrates|josé sócrates
2011-04-29\2011-04-30|64355735819128832|277216534|jsocrates|josé sócrates
2011-04-29\2011-04-30|64355688591278080|162089811|jsocrates|sócrates
2011-04-29\2011-04-30|64355008925274113|277216534|jsocrates|josé sócrates
2011-04-29\2011-04-30|64353385331163136|49195175|jsocrates|sócrates
2011-04-29\2011-04-30|64347412361252864|16041966|jsocrates|pinto de sousa
2011-04-29\2011-04-30|64342919510888448|21502230|jsocrates|sócrates
2011-04-29\2011-04-30|64328677525159936|17610324|jsocrates|sócrates
2011-04-29\2011-04-30|64328016695795713|17610324|jsocrates|sócrates
2011-04-29\2011-04-30|64327082804641792|194275195|jsocrates|sócrates
2011-04-29\2011-04-30|64324452552413184|205974045|jsocrates|sócrates
2011-04-29\2011-04-30|64324029674291201|27935844|jsocrates|sócrates
2011-04-29\2011-04-30|64323828918140928|22905057|jsocrates|sócrates
2011-04-29\2011-04-30|64320911305748480|197927483|jsocrates|josé sócrates
2011-04-29\2011-04-30|64317492075565056|15615035|jsocrates|sócrates
2011-04-29\2011-04-30|64316326335877120|21078914|jsocrates|sócrates
2011-04-29\2011-04-30|64315024138702849|5462192|jsocrates|socrates
2011-04-29\2011-04-30|64313051788214273|20856113|jsocrates|sócrates
2011-04-29\2011-04-30|64304993720741889|41316505|jsocrates|socrates
2011-04-29\2011-04-30|64294246768840704|277216534|jsocrates|sócrates
2011-04-29\2011-04-30|64293266052481024|19472578|jsocrates|sócrates
2011-04-29\2011-04-30|64292181153812480|277216534|jsocrates|josé sócrates
2011-04-29\2011-04-30|64290944937246720|120780974|jsocrates|socrates
2011-04-29\2011-04-30|64290146262061056|20856213|jsocrates|sócrates
2011-04-29\2011-04-30|64290017081696256|51679632|jsocrates|sócrates
2011-04-29\2011-04-30|64285688052465664|26276346|jsocrates|sócrates
2011-04-29\2011-04-30|64282733303693312|21502230|jsocrates|sócrates
2011-04-29\2011-04-30|64276522894229504|60700024|jsocrates|socrates
2011-04-29\2011-04-30|64273971201310720|51679632|jsocrates|sócrates
2011-04-29\2011-04-30|64263219665051648|17626165|jsocrates|sócrates
2011-04-29\2011-04-30|64252504438870016|22905057|jsocrates|líder do ps
2011-04-29\2011-04-30|64249234173595648|92843870|jsocrates|josé sócrates
2011-04-29\2011-04-30|64239224009916416|18920461|jsocrates|sócrates
2011-04-29\2011-04-30|64227546639773697|25488990|jsocrates|josé sócrates
2011-04-29\2011-04-30|64162348792954880|92309927|jsocrates|josé sócrates
2011-04-29\2011-04-30|64154243535343617|92309927|jsocrates|sócrates
2011-04-29\2011-04-30|64143486441635840|1455261|jsocrates|sócrates
2011-04-29\2011-04-30|64142689834250240|1455261|jsocrates|sócrates
2011-04-29\2011-04-30|64142072931819520|1455261|jsocrates|sócrates
2011-04-29\2011-04-30|64138525343350784|19722435|jsocrates|sócrates
2011-04-29\2011-04-30|64129227401863169|23106525|jsocrates|sócras
2011-04-29\2011-04-30|64124696408489984|14562164|jsocrates|sócrates
2011-04-29\2011-04-30|64123632036749312|20428049|jsocrates|sócrates
2011-04-29\2011-04-30|64113549575856128|21645672|jsocrates|josé sócrates
2011-04-29\2011-04-30|64111074751950848|48302014|jsocrates|sócrates
2011-04-29\2011-04-30|64108357069451264|17477169|jsocrates|sócrates
2011-04-29\2011-04-30|64107058718449664|51679632|jsocrates|socrates
2011-04-29\2011-04-30|64106578151882752|51679632|jsocrates|josé sócrates
2011-04-29\2011-04-30|64105708672663552|17477169|jsocrates|josé sócrates
2011-04-29\2011-04-30|64104217878609921|20380673|jsocrates|sócrates
2011-04-29\2011-04-30|64102474834907136|36664941|jsocrates|josé sócrates
2011-04-29\2011-04-30|64102211394879488|17477169|jsocrates|josé sócrates
2011-04-29\2011-04-30|64100913056460800|216190320|jsocrates|sócrates
2011-04-29\2011-04-30|64096765552508928|1291681|jsocrates|socrates
2011-04-29\2011-04-30|64085778740940800|1291681|jsocrates|socrates
2011-04-29\2011-04-30|64082616915202049|15715020|jsocrates|sócrates
2011-04-29\2011-04-30|64075102765068288|162089811|jsocrates|sócrates
2011-04-29\2011-04-30|64066794196975616|18920461|jsocrates|sócrates
2011-04-29\2011-04-30|64066578207096832|47622979|jsocrates|sócrates
2011-04-29\2011-04-30|64066218650374144|67420766|jsocrates|sócrates
2011-04-29\2011-04-30|64058460660187136|19083439|jsocrates|sócrates
2011-04-29\2011-04-30|64051622954799104|51679632|jsocrates|socrates
2011-04-29\2011-04-30|64050456598544384|51679632|jsocrates|josé sócrates
2011-04-29\2011-04-30|64049148617437184|233292368|jsocrates|sócrates
2011-04-29\2011-04-30|64047973222453248|162089811|jsocrates|sócrates
2011-04-29\2011-04-30|64047085112139777|47622979|jsocrates|sócrates
2011-04-29\2011-04-30|64043140952244224|48444054|jsocrates|sócrates
2011-04-29\2011-04-30|64379108645289984|14975487|pportas|paulo portas
2011-04-29\2011-04-30|64377799628173313|182721799|pportas|portas
2011-04-29\2011-04-30|64369891096010752|20884910|pportas|paulo portas
