2011-05-06\2011-05-07|66900362115817472|flouca|0
2011-05-06\2011-05-07|66876485016887296|flouca|-1
2011-05-06\2011-05-07|66870142688174081|flouca|0
2011-05-06\2011-05-07|66866201434923008|flouca|1
2011-05-06\2011-05-07|66866125669007362|flouca|0
2011-05-06\2011-05-07|66853549425963009|flouca|0
2011-05-06\2011-05-07|66851774283268096|flouca|0
2011-05-06\2011-05-07|66851774878855168|flouca|0
2011-05-06\2011-05-07|66851467167932416|flouca|0
2011-05-06\2011-05-07|66849999924899840|flouca|-1
2011-05-06\2011-05-07|66847925044654080|flouca|0
2011-05-06\2011-05-07|66843944104886272|flouca|-1
2011-05-06\2011-05-07|66843661484298240|flouca|1
2011-05-06\2011-05-07|66841680086700032|flouca|1
2011-05-06\2011-05-07|66838676059074560|flouca|0
2011-05-06\2011-05-07|66837998171459584|flouca|0
2011-05-06\2011-05-07|66836968318836736|flouca|1
2011-05-06\2011-05-07|66836139083960320|flouca|1
2011-05-06\2011-05-07|66835750972436480|flouca|0
2011-05-06\2011-05-07|66835489667297281|flouca|1
2011-05-06\2011-05-07|66835083696410625|flouca|1
2011-05-06\2011-05-07|66833195227815936|flouca|-1
2011-05-06\2011-05-07|66832600081248256|flouca|0
2011-05-06\2011-05-07|66831233807691776|flouca|-1
2011-05-06\2011-05-07|66830944639787008|flouca|0
2011-05-06\2011-05-07|66830790213906432|flouca|-1
2011-05-06\2011-05-07|66830059465490432|flouca|-1
2011-05-06\2011-05-07|66829338061967360|flouca|-1
2011-05-06\2011-05-07|66823869431951360|flouca|-1
2011-05-06\2011-05-07|66822442483593216|flouca|1
2011-05-06\2011-05-07|66822097061675008|flouca|-1
2011-05-06\2011-05-07|66820127370387456|flouca|0
2011-05-06\2011-05-07|66817094888587264|flouca|0
2011-05-06\2011-05-07|66817095354163200|flouca|0
2011-05-06\2011-05-07|66581837039931392|flouca|0
2011-05-06\2011-05-07|66938757756108800|jsocrates|0
2011-05-06\2011-05-07|66938098126295041|jsocrates|-1
2011-05-06\2011-05-07|66937600300158976|jsocrates|0
2011-05-06\2011-05-07|66937470981373952|jsocrates|0
2011-05-06\2011-05-07|66935815514767360|jsocrates|-1
2011-05-06\2011-05-07|66935320691744768|jsocrates|-1
2011-05-06\2011-05-07|66933419946418176|jsocrates|1
2011-05-06\2011-05-07|66933339591938049|jsocrates|-1
2011-05-06\2011-05-07|66933332239327232|jsocrates|-1
2011-05-06\2011-05-07|66932828385984512|jsocrates|-1
2011-05-06\2011-05-07|66932598517153793|jsocrates|-1
2011-05-06\2011-05-07|66932404727713793|jsocrates|-1
2011-05-06\2011-05-07|66932393881247744|jsocrates|0
2011-05-06\2011-05-07|66931442793451520|jsocrates|0
2011-05-06\2011-05-07|66930691048349696|jsocrates|-1
2011-05-06\2011-05-07|66930652997615616|jsocrates|-1
2011-05-06\2011-05-07|66929040728129536|jsocrates|-1
2011-05-06\2011-05-07|66928435712360449|jsocrates|0
2011-05-06\2011-05-07|66928066173210624|jsocrates|-1
2011-05-06\2011-05-07|66927269389680640|jsocrates|1
2011-05-06\2011-05-07|66926833937039360|jsocrates|0
2011-05-06\2011-05-07|66926807252877312|jsocrates|0
2011-05-06\2011-05-07|66925762724376576|jsocrates|-1
2011-05-06\2011-05-07|66918313556590592|jsocrates|-1
2011-05-06\2011-05-07|66915991845736448|jsocrates|-1
2011-05-06\2011-05-07|66915653390573568|jsocrates|-1
2011-05-06\2011-05-07|66915177655836672|jsocrates|-1
2011-05-06\2011-05-07|66913611485941760|jsocrates|0
2011-05-06\2011-05-07|66912345905045504|jsocrates|-1
2011-05-06\2011-05-07|66911534114279424|jsocrates|-1
2011-05-06\2011-05-07|66908091215646720|jsocrates|-1
2011-05-06\2011-05-07|66906068168605696|jsocrates|-1
2011-05-06\2011-05-07|66906005472161792|jsocrates|-1
2011-05-06\2011-05-07|66903131639922688|jsocrates|-1
2011-05-06\2011-05-07|66897560698224640|jsocrates|-1
2011-05-06\2011-05-07|66897338202984449|jsocrates|0
2011-05-06\2011-05-07|66894472335720449|jsocrates|-1
2011-05-06\2011-05-07|66893785753321472|jsocrates|-1
2011-05-06\2011-05-07|66893456500473856|jsocrates|-1
2011-05-06\2011-05-07|66893019286224897|jsocrates|-1
2011-05-06\2011-05-07|66892955570552832|jsocrates|-1
